Brandname;ActiveIngredient;Strength;DosageForm;PrescribingProduct;Kolom1
Febuxostat MSN 80 mg filmomhulde tabletten;FEBUXOSTAT;80 mg;Filmomhulde tablet;FEBUXOSTAT - 80 mg - Filmomhulde tablet;39
Zoloft 25, filmomhulde tabletten 25 mg;SERTRALINE;25 mg;Filmomhulde tablet;SERTRALINE - 25 mg - Filmomhulde tablet;39
Irbesof 75 mg, filmomhulde tabletten;IRBESARTAN;75 mg;Filmomhulde tablet;IRBESARTAN - 75 mg - Filmomhulde tablet;39
Tolvon, tabletten 30 mg;MIANSERINE;30 mg;Filmomhulde tablet;MIANSERINE - 30 mg - Filmomhulde tablet;39
Ticagrelor Liconsa 60 mg filmomhulde tabletten;TICAGRELOR;60 mg;Filmomhulde tablet;TICAGRELOR - 60 mg - Filmomhulde tablet;39
Bosentan Aurobindo 62,5 mg filmomhulde tabletten;BOSENTAN;62,5 mg;Filmomhulde tablet;BOSENTAN - 62,5 mg - Filmomhulde tablet;39
Glucose 10 %, oplossing voor infusie, 100 g/l;GLUCOSE;10%;Oplossing voor infusie;GLUCOSE - 10 % - Oplossing voor infusie;39
Seroquel 25 mg, filmomhulde tabletten;QUETIAPINE;25 mg;Filmomhulde tablet;QUETIAPINE - 25 mg - Filmomhulde tablet;39
Bisoprololfumaraat 1A Pharma 10 mg, filmomhulde tabletten;BISOPROLOL;10 mg;Filmomhulde tablet;BISOPROLOL - 10 mg - Filmomhulde tablet;39
Irbesartan Amarox 75 mg, filmomhulde tabletten;IRBESARTAN;75 mg;Filmomhulde tablet;IRBESARTAN - 75 mg - Filmomhulde tablet;39
Erlotinib SUN 150 mg, filmomhulde tabletten;ERLOTINIB;150 mg;Filmomhulde tablet;ERLOTINIB - 150 mg - Filmomhulde tablet;39
Palexia 50 mg, filmomhulde tabletten;TAPENTADOL;50 mg;Filmomhulde tablet;TAPENTADOL - 50 mg - Filmomhulde tablet;39
Efavirenz Accord 600 mg filmomhulde tabletten;EFAVIRENZ;600 mg;Filmomhulde tablet;EFAVIRENZ - 600 mg - Filmomhulde tablet;39
Ticagrelor Xiromed 60 mg filmomhulde tabletten;TICAGRELOR;60 mg;Filmomhulde tablet;TICAGRELOR - 60 mg - Filmomhulde tablet;39
Carvedilol Aurobindo 25 mg, filmomhulde tabletten;CARVEDILOL;25 mg;Filmomhulde tablet;CARVEDILOL - 25 mg - Filmomhulde tablet;39
Ritonavir Sandoz 100 mg, filmomhulde tabletten;RITONAVIR;100 mg;Filmomhulde tablet;RITONAVIR - 100 mg - Filmomhulde tablet;39
Linezolid Teva 600 mg, filmomhulde tabletten;LINEZOLID;600 mg;Filmomhulde tablet;LINEZOLID - 600 mg - Filmomhulde tablet;39
Kytril 2 mg tabletten, omhulde tabletten;GRANISETRON;2 mg;Filmomhulde tablet;GRANISETRON - 2 mg - Filmomhulde tablet;39
Apremilast Teva 30 mg, filmomhulde tabletten;APREMILAST;30 mg;Filmomhulde tablet;APREMILAST - 30 mg - Filmomhulde tablet;39
Tolterodinetartraat Viatris 1 mg filmomhulde tabletten;TOLTERODINE;1 mg;Filmomhulde tablet;TOLTERODINE - 1 mg - Filmomhulde tablet;39
Zoloft 50, filmomhulde tabletten 50 mg;SERTRALINE;50 mg;Filmomhulde tablet;SERTRALINE - 50 mg - Filmomhulde tablet;39
Evetore 30 mg filmomhulde tabletten;ETORICOXIB;30 mg;Filmomhulde tablet;ETORICOXIB - 30 mg - Filmomhulde tablet;39
Verapamil HCl Sandoz 120 mg, filmomhulde tabletten;VERAPAMIL;120 mg;Filmomhulde tablet;VERAPAMIL - 120 mg - Filmomhulde tablet;39
Quetiapine Nevik 25 mg, filmomhulde tabletten;QUETIAPINE;25 mg;Filmomhulde tablet;QUETIAPINE - 25 mg - Filmomhulde tablet;39
Cinacalcet Amarox 30 mg filmomhulde tabletten;CINACALCET;30 mg;Filmomhulde tablet;CINACALCET - 30 mg - Filmomhulde tablet;39
Ibuprofen Accord 400 mg filmomhulde tabletten;IBUPROFEN;400 mg;Filmomhulde tablet;IBUPROFEN - 400 mg - Filmomhulde tablet;39
Apremilast HCS 30 mg filmomhulde tabletten;APREMILAST;30 mg;Filmomhulde tablet;APREMILAST - 30 mg - Filmomhulde tablet;39
Citalopram ratiopharm 20 mg, filmomhulde tabletten;CITALOPRAM;20 mg;Filmomhulde tablet;CITALOPRAM - 20 mg - Filmomhulde tablet;39
Tadalafil Sandoz 2,5 mg, filmomhulde tabletten;TADALAFIL;2,5 mg;Filmomhulde tablet;TADALAFIL - 2,5 mg - Filmomhulde tablet;39
Cipramil 20 mg filmomhulde tabletten;CITALOPRAM;20 mg;Filmomhulde tablet;CITALOPRAM - 20 mg - Filmomhulde tablet;39
Pazopanib Viatris 400 mg, filmomhulde tabletten;PAZOPANIB;400 mg;Filmomhulde tablet;PAZOPANIB - 400 mg - Filmomhulde tablet;39
Darunavir Vocate 600 mg filmomhulde tabletten;DARUNAVIR;600 mg;Filmomhulde tablet;DARUNAVIR - 600 mg - Filmomhulde tablet;39
Varenicline Teva 1 mg, filmomhulde tabletten;VARENICLINE;1 mg;Filmomhulde tablet;VARENICLINE - 1 mg - Filmomhulde tablet;39
Exemestaan Devatis 25 mg filmomhulde tabletten;EXEMESTAAN;25 mg;Filmomhulde tablet;EXEMESTAAN - 25 mg - Filmomhulde tablet;39
Sildenafil Accord 50 mg, filmomhulde tabletten;SILDENAFIL;50 mg;Filmomhulde tablet;SILDENAFIL - 50 mg - Filmomhulde tablet;39
Lacosamide Aurobindo 50 mg, filmomhulde tabletten;LACOSAMIDE;50 mg;Filmomhulde tablet;LACOSAMIDE - 50 mg - Filmomhulde tablet;39
Darunavir Glenmark 800 mg filmomhulde tabletten;DARUNAVIR;800 mg;Filmomhulde tablet;DARUNAVIR - 800 mg - Filmomhulde tablet;39
ELETRIPTAN Biogaran 40 mg filmomhulde tabletten;ELETRIPTAN;40 mg;Filmomhulde tablet;ELETRIPTAN - 40 mg - Filmomhulde tablet;39
Tadalafil CF 2,5 mg, filmomhulde tabletten;TADALAFIL;2,5 mg;Filmomhulde tablet;TADALAFIL - 2,5 mg - Filmomhulde tablet;39
Etoricoxib Glenmark 60 mg, filmomhulde tabletten;ETORICOXIB;60 mg;Filmomhulde tablet;ETORICOXIB - 60 mg - Filmomhulde tablet;39
Mestinon 60, dragees 60 mg;PYRIDOSTIGMINE;60 mg;Omhulde tablet;PYRIDOSTIGMINE - 60 mg - Omhulde tablet;39
Gefitinib Teva 250 mg, filmomhulde tabletten;GEFITINIB;250 mg;Filmomhulde tablet;GEFITINIB - 250 mg - Filmomhulde tablet;39
Perindopril tert-butylamine/Amlodipine CF 4/5mg, tabletten;AMLODIPINE/PERINDOPRIL;4/5mg;Tablet;AMLODIPINE/PERINDOPRIL - 4/5mg - Tablet;39
Entecavir Amarox 0,5 mg filmomhulde tabletten;ENTECAVIR;0,5 mg;Filmomhulde tablet;ENTECAVIR - 0,5 mg - Filmomhulde tablet;39
Tolterodinetartraat Viatris 2 mg filmomhulde tabletten;TOLTERODINE;2 mg;Filmomhulde tablet;TOLTERODINE - 2 mg - Filmomhulde tablet;39
Ticagrelor Liconsa 90 mg filmomhulde tabletten;TICAGRELOR;90 mg;Filmomhulde tablet;TICAGRELOR - 90 mg - Filmomhulde tablet;39
Slinda 4 mg filmomhulde tabletten;DROSPIRENON;4 mg;Filmomhulde tablet;DROSPIRENON - 4 mg - Filmomhulde tablet;39
Exagra 50 mg filmomhulde tabletten;SILDENAFIL;50 mg;Filmomhulde tablet;SILDENAFIL - 50 mg - Filmomhulde tablet;39
Linezolid Sandoz 600 mg, filmomhulde tabletten;LINEZOLID;600 mg;Filmomhulde tablet;LINEZOLID - 600 mg - Filmomhulde tablet;39
Citalopram Amarox 30 mg filmomhulde tabletten;CITALOPRAM;30 mg;Filmomhulde tablet;CITALOPRAM - 30 mg - Filmomhulde tablet;39
Venclyxto AbbVie 50 mg filmomhulde tabletten;VENETOCLAX;50 mg;Filmomhulde tablet;VENETOCLAX - 50 mg - Filmomhulde tablet;39
Oxbryta 500 mg, filmomhulde tabletten;VOXELOTOR;500 mg;Filmomhulde tablet;VOXELOTOR - 500 mg - Filmomhulde tablet;39
Rolufta Ellipta 55 microgram inhalatiepoeder, voorverdeeld;UMECLIDINIUM;55 mcg;Inhalatiepoeder;UMECLIDINIUM - 55 mcg - Inhalatiepoeder;39
Lacosamide Accord 50 mg, filmomhulde tabletten;LACOSAMIDE;50 mg;Filmomhulde tablet;LACOSAMIDE - 50 mg - Filmomhulde tablet;39
Cinacalcet Aristo 30 mg, filmomhulde tabletten;CINACALCET;30 mg;Filmomhulde tablet;CINACALCET - 30 mg - Filmomhulde tablet;39
Lumykras 120 mg, filmomhulde tablet;SOTORASIB;120 mg;Filmomhulde tablet;SOTORASIB - 120 mg - Filmomhulde tablet;39
Entecavir Viatris 0,5 mg filmomhulde tabletten;ENTECAVIR;0,5 mg;Filmomhulde tablet;ENTECAVIR - 0,5 mg - Filmomhulde tablet;39
Darunavir Zentiva 800 mg, filmomhulde tabletten;DARUNAVIR;800 mg;Filmomhulde tablet;DARUNAVIR - 800 mg - Filmomhulde tablet;39
Tabrecta 150mg, filmomhulde tabletten;CAPMATINIB;150mg;Filmomhulde tablet;CAPMATINIB - 150mg - Filmomhulde tablet;39
Alunbrig 30 mg, filmomhulde tablet;BRIGATINIB;30 mg;Filmomhulde tablet;BRIGATINIB - 30 mg - Filmomhulde tablet;39
Zilibra 50 mg filmomhulde tabletten;LACOSAMIDE;50 mg;Filmomhulde tablet;LACOSAMIDE - 50 mg - Filmomhulde tablet;39
Entecavir Zentiva 0,5 mg filmomhulde tabletten;ENTECAVIR;0,5 mg;Filmomhulde tablet;ENTECAVIR - 0,5 mg - Filmomhulde tablet;39
Kaliumlosartan axcount 12,5 mg, filmomhulde tabletten;LOSARTAN;12,5 mg;Filmomhulde tablet;LOSARTAN - 12,5 mg - Filmomhulde tablet;39
Entecavir Vocate 0,5 mg, filmomhulde tabletten;ENTECAVIR;0,5 mg;Filmomhulde tablet;ENTECAVIR - 0,5 mg - Filmomhulde tablet;39
Darunavir STADA 600 mg, filmomhulde tabletten;DARUNAVIR;600 mg;Filmomhulde tablet;DARUNAVIR - 600 mg - Filmomhulde tablet;39
Apremilast Accord 30 mg filmomhulde tabletten;APREMILAST;30 mg;Filmomhulde tablet;APREMILAST - 30 mg - Filmomhulde tablet;39
Finasteride Aristo 5 mg filmomhulde tabletten;FINASTERIDE;5 mg;Filmomhulde tablet;FINASTERIDE - 5 mg - Filmomhulde tablet;39
Tadalafil 1A Pharma 2,5 mg, filmomhulde tabletten 2,5 mg;TADALAFIL;2,5 mg;Filmomhulde tablet;TADALAFIL - 2,5 mg - Filmomhulde tablet;39
Olanzapine Apotex 10 mg, filmomhulde tabletten;OLANZAPINE;10 mg;Filmomhulde tablet;OLANZAPINE - 10 mg - Filmomhulde tablet;39
Tarceva 100 mg, filmomhulde tabletten;ERLOTINIB;100 mg;Filmomhulde tablet;ERLOTINIB - 100 mg - Filmomhulde tablet;39
Vimpat 50 mg filmomhulde tabletten;LACOSAMIDE;50 mg;Filmomhulde tablet;LACOSAMIDE - 50 mg - Filmomhulde tablet;39
Synzolid 600 mg, filmomhulde tabletten;LINEZOLID;600 mg;Filmomhulde tablet;LINEZOLID - 600 mg - Filmomhulde tablet;39
Grampolid 600 mg, filmomhulde tabletten;LINEZOLID;600 mg;Filmomhulde tablet;LINEZOLID - 600 mg - Filmomhulde tablet;39
Karvea 75 mg, filmomhulde tabletten;IRBESARTAN;75 mg;Filmomhulde tablet;IRBESARTAN - 75 mg - Filmomhulde tablet;39
KIGABEQ 500 mg, oplosbare tablet;VIGABATRINE;500 mg;Oplosbare tablet;VIGABATRINE - 500 mg - Oplosbare tablet;39
Cinglan 90 mg filmomhulde tabletten;CINACALCET;90 mg;Filmomhulde tablet;CINACALCET - 90 mg - Filmomhulde tablet;39
Endoxan 50 mg omhulde tabletten;CYCLOFOSFAMIDE;50 mg;Omhulde tablet;CYCLOFOSFAMIDE - 50 mg - Omhulde tablet;39
Zoladex-3,6, implantatiestaafje 3,6 mg;GOSERELINE;3,6 mg;Implantatietablet;GOSERELINE - 3,6 mg - Implantatietablet;39
Relpax 40 mg, filmomhulde tabletten;ELETRIPTAN;40 mg;Filmomhulde tablet;ELETRIPTAN - 40 mg - Filmomhulde tablet;39
Maraviroc Amarox 300 mg filmomhulde tabletten;MARAVIROC;300 mg;Filmomhulde tablet;MARAVIROC - 300 mg - Filmomhulde tablet;39
Paroxetine Teva 10 mg, filmomhulde tabletten;PAROXETINE;10 mg;Filmomhulde tablet;PAROXETINE - 10 mg - Filmomhulde tablet;39
Darunavir Amarox 600 mg filmomhulde tabletten;DARUNAVIR;600 mg;Filmomhulde tablet;DARUNAVIR - 600 mg - Filmomhulde tablet;39
Finasteride Accord 5 mg, filmomhulde tabletten;FINASTERIDE;5 mg;Filmomhulde tablet;FINASTERIDE - 5 mg - Filmomhulde tablet;39
Zopranol 15 mg filmomhulde tabletten;ZOFENOPRIL;15 mg;Filmomhulde tablet;ZOFENOPRIL - 15 mg - Filmomhulde tablet;39
Gefitinib Stada 250 mg, filmomhulde tabletten;GEFITINIB;250 mg;Filmomhulde tablet;GEFITINIB - 250 mg - Filmomhulde tablet;39
Salbutamol Neutec 2,5 mg per 2,5 ml, verneveloplossing;SALBUTAMOL;2,5 mg;Verneveloplossing;SALBUTAMOL - 2,5 mg - Verneveloplossing;39
Paroxetine Mylan 20 mg, filmomhulde tabletten;PAROXETINE;20 mg;Filmomhulde tablet;PAROXETINE - 20 mg - Filmomhulde tablet;39
Olanzapine Neuraxpharm 10 mg, filmomhulde tabletten;OLANZAPINE;10 mg;Filmomhulde tablet;OLANZAPINE - 10 mg - Filmomhulde tablet;39
Seroxat 10 mg tablet, filmomhulde tabletten;PAROXETINE;10 mg;Filmomhulde tablet;PAROXETINE - 10 mg - Filmomhulde tablet;39
Etoricoxib Aurobindo 90 mg, filmomhulde tabletten;ETORICOXIB;90 mg;Filmomhulde tablet;ETORICOXIB - 90 mg - Filmomhulde tablet;39
Darunavir Accord 150 mg, filmomhulde tabletten;DARUNAVIR;150 mg;Filmomhulde tablet;DARUNAVIR - 150 mg - Filmomhulde tablet;39
CALCEDEM 60 mg filmomhulde tabletten;CINACALCET;60 mg;Filmomhulde tablet;CINACALCET - 60 mg - Filmomhulde tablet;39
Topiramaat Glenmark 25 mg, filmomhulde tabletten;TOPIRAMAAT;25 mg;Filmomhulde tablet;TOPIRAMAAT - 25 mg - Filmomhulde tablet;39
Ticagrelor Krka 60 mg filmomhulde tabletten;TICAGRELOR;60 mg;Filmomhulde tablet;TICAGRELOR - 60 mg - Filmomhulde tablet;39
Darunavir Sandoz 150 mg, filmomhulde tabletten;DARUNAVIR;150 mg;Filmomhulde tablet;DARUNAVIR - 150 mg - Filmomhulde tablet;39
Lacosamide Aurobindo 150mg, filmomhulde tabletten;LACOSAMIDE;150mg;Filmomhulde tablet;LACOSAMIDE - 150mg - Filmomhulde tablet;39
Dasatinib CF 140 mg, filmomhulde tabletten;DASATINIB;140 mg;Filmomhulde tablet;DASATINIB - 140 mg - Filmomhulde tablet;39
Sertraline Krka 50 mg filmomhulde tabletten;SERTRALINE;50 mg;Filmomhulde tablet;SERTRALINE - 50 mg - Filmomhulde tablet;39
Etoricoxib Strides 60 mg filmomhulde tabletten;ETORICOXIB;60 mg;Filmomhulde tablet;ETORICOXIB - 60 mg - Filmomhulde tablet;39
Valsartan Reddy 120 mg filmomhulde tabletten;VALSARTAN;120 mg;Filmomhulde tablet;VALSARTAN - 120 mg - Filmomhulde tablet;39
Quetiapine CF 25 mg, filmomhulde tabletten;QUETIAPINE;25 mg;Filmomhulde tablet;QUETIAPINE - 25 mg - Filmomhulde tablet;39
Sertraline Mylan 50 mg, filmomhulde tabletten;SERTRALINE;50 mg;Filmomhulde tablet;SERTRALINE - 50 mg - Filmomhulde tablet;39
Ticagrelor CF 60 mg, filmomhulde tabletten;TICAGRELOR;60 mg;Filmomhulde tablet;TICAGRELOR - 60 mg - Filmomhulde tablet;39
Ibuprofen 400 mg, tabletten;IBUPROFEN;400 mg;Filmomhulde tablet;IBUPROFEN - 400 mg - Filmomhulde tablet;39
Ropinirol Glenmark 0,5 mg, filmomhulde tabletten;ROPINIROL;0,5 mg;Filmomhulde tablet;ROPINIROL - 0,5 mg - Filmomhulde tablet;39
Zofil 30 mg filmomhulde tabletten;ZOFENOPRIL;30 mg;Filmomhulde tablet;ZOFENOPRIL - 30 mg - Filmomhulde tablet;39
Dasatinib Krka 140 mg filmomhulde tabletten;DASATINIB;140 mg;Filmomhulde tablet;DASATINIB - 140 mg - Filmomhulde tablet;39
Efavirenz Aurobindo 600 mg, filmomhulde tabletten;EFAVIRENZ;600 mg;Filmomhulde tablet;EFAVIRENZ - 600 mg - Filmomhulde tablet;39
Ibuprofen 400 mg RIA, filmomhulde tabletten;IBUPROFEN;400 mg;Filmomhulde tablet;IBUPROFEN - 400 mg - Filmomhulde tablet;39
Paroxetine Aurobindo 30 mg, filmomhulde tabletten;PAROXETINE;30 mg;Filmomhulde tablet;PAROXETINE - 30 mg - Filmomhulde tablet;39
Erlotinib CF 100 mg, filmomhulde tabletten;ERLOTINIB;100 mg;Filmomhulde tablet;ERLOTINIB - 100 mg - Filmomhulde tablet;39
Valsartan CF 160 mg, filmomhulde tabletten;VALSARTAN;160 mg;Filmomhulde tablet;VALSARTAN - 160 mg - Filmomhulde tablet;39
Ropinirol Viatris 0,5 mg, filmomhulde tabletten;ROPINIROL;0,5 mg;Filmomhulde tablet;ROPINIROL - 0,5 mg - Filmomhulde tablet;39
Sildenafil Umedica 25 mg filmomhulde tabletten;SILDENAFIL;25 mg;Filmomhulde tablet;SILDENAFIL - 25 mg - Filmomhulde tablet;39
Quetiapine Sandoz 25 mg, filmomhulde tabletten;QUETIAPINE;25 mg;Filmomhulde tablet;QUETIAPINE - 25 mg - Filmomhulde tablet;39
Domperidon Teva 10 mg, filmomhulde tabletten;DOMPERIDON;10 mg;Filmomhulde tablet;DOMPERIDON - 10 mg - Filmomhulde tablet;39
Dasatinib Vivanta 100 mg filmomhulde tabletten;DASATINIB;100 mg;Filmomhulde tablet;DASATINIB - 100 mg - Filmomhulde tablet;39
Apremilast Teva 10 + 20 + 30 mg filmomhulde tabletten;APREMILAST;30 mg;Filmomhulde tablet;APREMILAST - 30 mg - Filmomhulde tablet;39
Vardenafil Accord 10 mg, filmomhulde tabletten;VARDENAFIL;10 mg;Filmomhulde tablet;VARDENAFIL - 10 mg - Filmomhulde tablet;39
Quetiapine 25 mg Teva, filmomhulde tabletten;QUETIAPINE;25 mg;Filmomhulde tablet;QUETIAPINE - 25 mg - Filmomhulde tablet;39
Exemestaan 25 mg Teva, filmomhulde tabletten;EXEMESTAAN;25 mg;Filmomhulde tablet;EXEMESTAAN - 25 mg - Filmomhulde tablet;39
Bosentan Sandoz 62,5 mg, filmomhulde tabletten;BOSENTAN;62,5 mg;Filmomhulde tablet;BOSENTAN - 62,5 mg - Filmomhulde tablet;39
Etoricoxib Aurobindo 30 mg, filmomhulde tabletten;ETORICOXIB;30 mg;Filmomhulde tablet;ETORICOXIB - 30 mg - Filmomhulde tablet;39
Darunavir Xiromed 600 mg, filmomhulde tabletten;DARUNAVIR;600 mg;Filmomhulde tablet;DARUNAVIR - 600 mg - Filmomhulde tablet;39
Etoricoxib Brillpharma 90 mg filmomhulde tabletten;ETORICOXIB;90 mg;Filmomhulde tablet;ETORICOXIB - 90 mg - Filmomhulde tablet;39
Tolterodinetartraat Sandoz 1 mg, filmomhulde tabletten;TOLTERODINE;1 mg;Filmomhulde tablet;TOLTERODINE - 1 mg - Filmomhulde tablet;39
Valsartan Viatris 320 mg, filmomhulde tabletten;VALSARTAN;320 mg;Filmomhulde tablet;VALSARTAN - 320 mg - Filmomhulde tablet;39
Efavirenz Viatris 600 mg, filmomhulde tabletten;EFAVIRENZ;600 mg;Filmomhulde tablet;EFAVIRENZ - 600 mg - Filmomhulde tablet;39
Erlotinib Amarox 150 mg filmomhulde tabletten;ERLOTINIB;150 mg;Filmomhulde tablet;ERLOTINIB - 150 mg - Filmomhulde tablet;39
Bisoprololfumaraat Sandoz tablet 10, filmomhulde tabletten 10 mg;BISOPROLOL;10 mg;Filmomhulde tablet;BISOPROLOL - 10 mg - Filmomhulde tablet;39
Darunavir Aurobindo 600 mg, filmomhulde tabletten;DARUNAVIR;600 mg;Filmomhulde tablet;DARUNAVIR - 600 mg - Filmomhulde tablet;39
Topiramaat Sandoz tablet 25 mg, filmomhulde tabletten;TOPIRAMAAT;25 mg;Filmomhulde tablet;TOPIRAMAAT - 25 mg - Filmomhulde tablet;39
Cinacalcet CF 60 mg, filmomhulde tabletten;CINACALCET;60 mg;Filmomhulde tablet;CINACALCET - 60 mg - Filmomhulde tablet;39
Vardenafil Teva 20 mg, filmomhulde tabletten;VARDENAFIL;20 mg;Filmomhulde tablet;VARDENAFIL - 20 mg - Filmomhulde tablet;39
Febuxostat Liconsa 80 mg filmomhulde tabletten;FEBUXOSTAT;80 mg;Filmomhulde tablet;FEBUXOSTAT - 80 mg - Filmomhulde tablet;39
Dasatinib Synthon 140 mg, filmomhulde tabletten;DASATINIB;140 mg;Filmomhulde tablet;DASATINIB - 140 mg - Filmomhulde tablet;39
COVERSYL arg 5 mg, filmomhulde tabletten;PERINDOPRIL;5 mg;Filmomhulde tablet;PERINDOPRIL - 5 mg - Filmomhulde tablet;39
Paroxetine Sandoz 10 mg, filmomhulde tabletten;PAROXETINE;10 mg;Filmomhulde tablet;PAROXETINE - 10 mg - Filmomhulde tablet;39
Cinacalcet Amarox 90 mg filmomhulde tabletten;CINACALCET;90 mg;Filmomhulde tablet;CINACALCET - 90 mg - Filmomhulde tablet;39
Olanzapine Jubilant 15 mg filmomhulde tabletten;OLANZAPINE;15 mg;Filmomhulde tablet;OLANZAPINE - 15 mg - Filmomhulde tablet;39
Topiramaat Auro 50 mg, filmomhulde tabletten;TOPIRAMAAT;50 mg;Filmomhulde tablet;TOPIRAMAAT - 50 mg - Filmomhulde tablet;39
Sildenamed 25 mg filmomhulde tabletten;SILDENAFIL;25 mg;Filmomhulde tablet;SILDENAFIL - 25 mg - Filmomhulde tablet;39
Cinacalcet Will Pharma 30 mg, filmomhulde tabletten;CINACALCET;30 mg;Filmomhulde tablet;CINACALCET - 30 mg - Filmomhulde tablet;39
Diovan 320, 320 mg filmomhulde tabletten;VALSARTAN;320 mg;Filmomhulde tablet;VALSARTAN - 320 mg - Filmomhulde tablet;39
Bosutinib CF 500 mg, filmomhulde tabletten;BOSUTINIB;500 mg;Filmomhulde tablet;BOSUTINIB - 500 mg - Filmomhulde tablet;39
Ticagrelor Macleods 90 mg filmomhulde tabletten;TICAGRELOR;90 mg;Filmomhulde tablet;TICAGRELOR - 90 mg - Filmomhulde tablet;39
Cinacalcet Aristo 60 mg, filmomhulde tabletten;CINACALCET;60 mg;Filmomhulde tablet;CINACALCET - 60 mg - Filmomhulde tablet;39
Varenicline axunio 1 mg filmomhulde tabletten;VARENICLINE;1 mg;Filmomhulde tablet;VARENICLINE - 1 mg - Filmomhulde tablet;39
Tadalafil 1A Pharma 2,5 mg, filmomhulde tabletten;TADALAFIL;2,5 mg;Filmomhulde tablet;TADALAFIL - 2,5 mg - Filmomhulde tablet;39
Ritonavir Viatris 100 mg, filmomhulde tabletten;RITONAVIR;100 mg;Filmomhulde tablet;RITONAVIR - 100 mg - Filmomhulde tablet;39
Paroxetine GSK 20 mg, filmomhulde tabletten;PAROXETINE;20 mg;Filmomhulde tablet;PAROXETINE - 20 mg - Filmomhulde tablet;39
Olanzapine Teva 20 mg, filmomhulde tabletten;OLANZAPINE;20 mg;Filmomhulde tablet;OLANZAPINE - 20 mg - Filmomhulde tablet;39
Quetiapine Fair-Med 4-Daagse Startverpakking, filmomhulde tabletten 6x25 mg, 3x100 mg en 1x200 mg;QUETIAPINE;25 mg;Filmomhulde tablet;QUETIAPINE - 25 mg - Filmomhulde tablet;39
Krazati 200 mg, filmomhulde tablet;ADAGRASIB;200 mg;Filmomhulde tablet;ADAGRASIB - 200 mg - Filmomhulde tablet;39
Irbesartan STADA 75 mg, filmomhulde tabletten;IRBESARTAN;75 mg;Filmomhulde tablet;IRBESARTAN - 75 mg - Filmomhulde tablet;39
Irbesartan Teva 75 mg, filmomhulde tabletten;IRBESARTAN;75 mg;Filmomhulde tablet;IRBESARTAN - 75 mg - Filmomhulde tablet;39
Revatio 20 mg, filmomhulde tabletten;SILDENAFIL;20 mg;Filmomhulde tablet;SILDENAFIL - 20 mg - Filmomhulde tablet;39
Ontozry 150mg, filmomhulde tablet;CENOBAMAAT;150mg;Filmomhulde tablet;CENOBAMAAT - 150mg - Filmomhulde tablet;39
Darunavir Krka 600 mg filmomhulde tabletten;DARUNAVIR;600 mg;Filmomhulde tablet;DARUNAVIR - 600 mg - Filmomhulde tablet;39
Alunbrig 90 mg, filmomhulde tablet;BRIGATINIB;90 mg;Filmomhulde tablet;BRIGATINIB - 90 mg - Filmomhulde tablet;39
Quetiapine Fair-Med 25 mg, filmomhulde tabletten;QUETIAPINE;25 mg;Filmomhulde tablet;QUETIAPINE - 25 mg - Filmomhulde tablet;39
Bosulif 400 mg, filmomhulde tabletten;BOSUTINIB;400 mg;Filmomhulde tablet;BOSUTINIB - 400 mg - Filmomhulde tablet;39
Fokleros 150 mg, filmomhulde tabletten;ERLOTINIB;150 mg;Filmomhulde tablet;ERLOTINIB - 150 mg - Filmomhulde tablet;39
IMBRUVICA 280 mg filmomhulde tabletten;IBRUTINIB;280 mg;Filmomhulde tablet;IBRUTINIB - 280 mg - Filmomhulde tablet;39
Mimpara 30 mg, filmomhulde tabletten;CINACALCET;30 mg;Filmomhulde tablet;CINACALCET - 30 mg - Filmomhulde tablet;39
Votrient 200 mg, filmomhulde tablet;PAZOPANIB;200 mg;Filmomhulde tablet;PAZOPANIB - 200 mg - Filmomhulde tablet;39
Incruse Ellipta 55 microgram inhalatiepoeder, voorverdeeld;UMECLIDINIUM;55 mcg;Inhalatiepoeder;UMECLIDINIUM - 55 mcg - Inhalatiepoeder;39
Brilique 60 mg, filmomhulde tabletten;TICAGRELOR;60 mg;Filmomhulde tablet;TICAGRELOR - 60 mg - Filmomhulde tablet;39
Entecavir Sandoz 0,5 mg, filmomhulde tabletten;ENTECAVIR;0,5 mg;Filmomhulde tablet;ENTECAVIR - 0,5 mg - Filmomhulde tablet;39
Exviera 250 mg, filmomhulde tabletten;DASABUVIR;250 mg;Filmomhulde tablet;DASABUVIR - 250 mg - Filmomhulde tablet;39
Labetalol HCl Mylan 400 mg, tabletten;LABETALOL;400 mg;Filmomhulde tablet;LABETALOL - 400 mg - Filmomhulde tablet;39
Zoladex 3,6 mg, implantatiestaafje;GOSERELINE;3,6 mg;Implantatietablet;GOSERELINE - 3,6 mg - Implantatietablet;39
Salagen 5 mg filmomhulde tabletten;PILOCARPINE;5 mg;Filmomhulde tablet;PILOCARPINE - 5 mg - Filmomhulde tablet;39
Forlax Junior 4 g, poeder voor drank in sachet;MACROGOL 4000;4 g;Poeder voor drank;MACROGOL 4000 - 4 g - Poeder voor drank;39
Sertraline Viatris 25 mg, filmomhulde tabletten;SERTRALINE;25 mg;Filmomhulde tablet;SERTRALINE - 25 mg - Filmomhulde tablet;39
Citalopram Sandoz 20 mg, filmomhulde tabletten 20 mg;CITALOPRAM;20 mg;Filmomhulde tablet;CITALOPRAM - 20 mg - Filmomhulde tablet;39
Relpax 20, filmomhulde tabletten 20 mg;ELETRIPTAN;20 mg;Filmomhulde tablet;ELETRIPTAN - 20 mg - Filmomhulde tablet;39
