PRESCRIBING_PRODUCT;AFLEVERSTATUS
HUMAAN, NORMAAL IMMUNOGLOBULINE VOOR INTRAVENEUS GEBRUIK - 10,0 g - Poeder en oplosmiddel voor oplossing voor infusie;Uitsluitend recept
MORFINE - 100 mg/5 ml - Drank;Uitsluitend recept
(E 170)/CHOLECALCIFEROL - 500 mg - Kauwtablet;Uitsluitend recept
SOMATROPINE (rDNA) - 5 mg/1,5 ml - Oplossing voor injectie;Uitsluitend recept
URSODEOXYCHOLZUUR - 600 mg - Tablet;Uitsluitend recept
DIAZEPAM - 5 mg/2,5 ml - Oplossing voor rectaal gebruik;Uitsluitend recept
HELIUM, MEDICINAAL/KOOLSTOFMONOXIDE - 0,28%/9,5% - Medicinaal gas;Uitsluitend recept
CLINDAMYCINE - 150 mg - Capsule;Uitsluitend recept
CLADRIBINE - 1 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
BETAMETHASON - 1 mg/g - Crème;Uitsluitend recept
DINOPROSTON - 0,5 mg/3 g - Gel voor endocervicaal gebruik;Uitsluitend recept
FENYLEFRINE - 25 mg/ml - Oogdruppels;Uitsluitend recept
CYTARABINE - 2000 mg/20 ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
GEÏNACTIVEERD RABIËSVIRUS, Stam WISTAR PM-W138 1503-3M -  - Poeder en oplosmiddel voor suspensie voor injectie;Uitsluitend recept
LEVOCABASTINE - 0,5 mg/ml - Neusspray;Uitsluitend recept
KRYPTON KR 81M - 740 MBQ - Radionuclide generator;Uitsluitend recept
ETHINYLESTRADIOL/NORGESTIMAAT - 0,25 mg/0,035 mg - Tablet;Uitsluitend recept
OXYCODON - 10 mg - Orodispergeerbare tablet;Uitsluitend recept
JOVERSOL - 300 mg - Oplossing voor injectie of infusie;Uitsluitend recept
BENSERAZIDE/LEVODOPA - 125 mg - Tablet;Uitsluitend recept
FERRO - 20 mg/ml - Suspensie voor oraal gebruik;Uitsluitend recept
BIPERIDEEN - 2 mg - Tablet;Uitsluitend recept
METOPROLOL - 47.5 mg - Tablet met verlengde afgifte;Uitsluitend recept
TESTOSTERON - 16,2 mg/g - Gel voor transdermaal gebruik;Uitsluitend recept
FENOBARBITAL - 25 mg - Tablet;Uitsluitend recept
VANCOMYCINE - 125 mg - Capsule;Uitsluitend recept
JOBENGUAAN [123 I] HEMI - 74 MBq/ml - Oplossing voor injectie;Uitsluitend recept
ALFA AMYL CINNAMALDEHYDE/BENZOCAINE/BUTYLPARAHYDROXY/CINNAMALDEHYDE/CINNAMYLALCOHOL/CLIOQUINOL/COLOFONIUM/DIBENZOTHIAZYL DISULFIDE/DIPENTAMETHYLEENTHIURAM DISULFIDE/DISULFIRAM/EIKENMOS ABSOLUUT/EPOXYHARS/ETHYLPARAHYDROXY (E 214)/EUGENOL/FORMALDEHYDE/GERANIOL/HYDROXYCITRONELLAL/ISOEUGENOL/DICHROMAAT/KOBALT/MERCAPTOBENZOTHIAZOL/METHYLCHLOROISOTHIAZOLON-METHYLISOTHIAZOLON MENGSEL (3:1)/METHYLPARAHYDROXY (E 218)/MORFOLINYLMERCAPTOBENZOTHIAZOL/N-CYCLOHEXYLBENZOTHIAZYLSULFENAMIDE/N-ISOPROPYL-N'-FENYL PARAFENYLEENDIAMINE/NEOMYCINE/NIKKEL(II)/P-TERTIAIR BUTYLFENOL FORMALDEHYDE HARS/PARAFENYLEENDIAMINE/PERUBALSEM/PROPYLPARAHYDROXY/QUATERNIUM-15/TETRAMETHYLTHIURAM MONOSULFIDE/THIRAM/WOLVETALCOHOLEN -  - Zalf;Uitsluitend recept
ARTEMETHER/LUMEFANTRINE - 20 mg/120 mg - Tablet;Uitsluitend recept
HYDROCORTISON - 3,35 mg/ml - Oogdruppels;Uitsluitend recept
PAROXETINE - 33,1 mg/ml - Druppels voor oraal gebruik;Uitsluitend recept
ILOPROST TROMETAMOL - 20 microgram/ml - Verneveloplossing;Uitsluitend recept
LEUPRORELINE - 7,5 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
CEFTAZIDIM - 500 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
CIMETIDINE - 200 mg - Filmomhulde tablet;Uitsluitend recept
"POLLENEXTRACT ""BENCARD"" - 10.000 DU/ml - Oplossing voor huidpriktest";Uitsluitend recept
BACLOFEN - 2 mg/ml - Oplossing voor infusie;Uitsluitend recept
FENTANYL - 600 microgram - Buccale tablet;Uitsluitend recept
IMIQUIMOD - 50 mg/g - Crème;Uitsluitend recept
DIAMORFINE - 100 mg - Poeder voor inhalatiedamp;Uitsluitend recept
SOTALOL - 40 mg/4 ml - Oplossing voor injectie;Uitsluitend recept
VECURONIUM - 10 mg - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
LIDOCAINE/TRIAMCINOLONACETONIDE - 0,25 mg/50 mg - Zalf voor rectaal gebruik;Uitsluitend recept
CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM - 25.000 IE - Tablet;Uitsluitend recept
GADOLINIUM (Gd 3+)/GADOTEERZUUR - 0,0025 mmol/ml - Oplossing voor injectie;Uitsluitend recept
VALACICLOVIR - 1000 mg - Filmomhulde tablet;Uitsluitend recept
APROTININE (SYNTHETISCH)/(E 509)/FACTOR XIII/FIBRINOGEEN, HUMAAN/THROMBINE, HUMAAN - 2 ML - Weefsellijm;Uitsluitend recept
ONDANSETRON - 4 mg/ 5 ml - Stroop;Uitsluitend recept
ZUCLOPENTIXOL - 50 mg/ml - Oplossing voor injectie;Uitsluitend recept
MORFINE - 100 mg/10ml - Oplossing voor injectie of infusie;Uitsluitend recept
FACTOR II, HUMAAN/FACTOR IX, HUMAAN/FACTOR VII, HUMAAN/FACTOR X, HUMAAN/PROTEÏNE C, HUMAAN/PROTEÏNE S, HUMAAN - 250 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
CICLESONIDE - 320 microgram/dosis - Aërosol;Uitsluitend recept
BETAMETHASON - 1 mg/g - Oplossing voor cutaan gebruik;Uitsluitend recept
PENFLURIDOL - 20 mg - Tablet;Uitsluitend recept
MORFINE - 200 mg/10ml - Oplossing voor injectie of infusie;Uitsluitend recept
FLUORMETHOLON - 0,1% - Oogdruppels;Uitsluitend recept
BACITRACINE/COLISTIMETHAAT  (Component A en B)/HYDROCORTISON -  - Oordruppels;Uitsluitend recept
CAMELLIA SINENSIS FOLIUM WATERIG DROOG EXTRACT (24-56 = 1), GEËXTRAHEERD MET ETHYL EN GEZUIVERD, BEVATTEND EEN MENGSEL VAN 85-95 pCt THEE CATECHINEN - 10% - Zalf;Uitsluitend recept
VALSARTAN - 3 mg/ml - Drank;Uitsluitend recept
GLIBENCLAMIDE/METFORMINE - 500mg/2,5mg - Filmomhulde tablet;Uitsluitend recept
FACTOR VIII, HUMAAN/VON WILLEBRAND FACTOR, HUMAAN - 600 IE - Poeder en oplosmiddel voor oplossing voor infusie;Uitsluitend recept
ABACAVIR/LAMIVUDINE - 600 mg/300mg - Filmomhulde tablet;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA - 125 mg/31.25 mg/200 mg - Filmomhulde tablet;Uitsluitend recept
MEPIVACAINE - 10 mg/ml - Oplossing voor injectie;Uitsluitend recept
HYDROCORTISON - 1% - Crème;Uitsluitend recept
ONDANSETRON - 8 mg/4 ml - Oplossing voor injectie;Uitsluitend recept
GABAPENTINE - 50 mg/ml - Drank;Uitsluitend recept
DIGOXINE - 0,0625 mg - Tablet;Uitsluitend recept
(E 339) - 24,4g/ 10,8g - Drank;Uitsluitend recept
HYDROCORTISON - 1 mg/g - Zalf;Uitsluitend recept
(Ca2+)/(E 509)/(CL-)/GLUCOSE/LACTAAT (R,S) (-)/(MG2+) /(E 511)/(NA+)//LACTAAT (R,S) (E 325) - 2 me - Oplossing voor peritoneale dialyse;Uitsluitend recept
LANTHAAN - 1000 mg - Poeder voor oraal gebruik;Uitsluitend recept
BUDESONIDE - 3 mg - Capsule met gereguleerde afgifte;Uitsluitend recept
DOCOSAHEXAEENZUUR/EI FOSFATIDEN, GEZUIVERD/EICOSAPENTAEENZUUR/GLYCEROL (E 422)/TOCOFEROL, DL-ALFA (E 307)/VISOLIE, HOOG GERAFFINEERD -  - Emulsie voor infusie;Uitsluitend recept
DULOXETINE - 30 mg - Capsule;Uitsluitend recept
(E 509)/HISTIDINE, (L-)/HISTIDINEMONO  (L-)/WATERSOF-2-OXOGLUTARAAT/(E 508)/(E 511)/MANNITOL (D-) (E 421)//TRYPTOFAAN, (L-) -  - Oplossing voor cardioplegie;Uitsluitend recept
LANDIOLOL - 300 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
HYDRAZINONICOTINYL-TYR3-OCTREOTIDETRIFLUOR - 20 microgram - Kit voor radiofarmaceutisch preparaat;Uitsluitend recept
JODIUM (MOLECULAIR)/MEGLUMINEAMIDOTRIZOAAT/AMIDOTRIZOAAT - 30% - Oplossing voor infusie;Uitsluitend recept
DESFLURAAN - 100% - Inhalatieoplossing;Uitsluitend recept
FENTANYL - 133 microgram - Tablet voor sublinguaal gebruik;Uitsluitend recept
CLARITROMYCINE - 500 mg - Tablet met verlengde afgifte;Uitsluitend recept
POLYMYXINE B/TRIMETHOPRIM -  - Oogdruppels;Uitsluitend recept
ONDANSETRON - 4 mg/2 ml - Oplossing voor injectie;Uitsluitend recept
BROOMPERIDOL - 50 mg/ml - Oplossing voor injectie;Uitsluitend recept
HYDROCORTISON/OXYTETRACYCLINE/POLYMYXINE B -  - Oorzalf;Uitsluitend recept
METOPROLOL - 100 mg - Filmomhulde tablet;Uitsluitend recept
SALBUTAMOL - 5 mg/5 ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
HYDROCHLOORTHIAZIDE/IRBESARTAN - 150 mg/ 12,5 mg - Filmomhulde tablet;Uitsluitend recept
ACIPIMOX - 250 mg - Capsule;Uitsluitend recept
URSODEOXYCHOLZUUR - 150 mg - Tablet;Uitsluitend recept
ISOPRENALINE - 0,2 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
AMIODARON - 50 mg/ml - Concentraat voor oplossing voor injectie of infusie;Uitsluitend recept
(C2H3O2)-/ALANINE, L-/, (L-)/ASPARAGINEZUUR, L/(Ca2+)/(E 509)/(CL-)/FENYLALANINE, (L-)/(3-)/GLUCOSE/GLUTAMINEZUUR (L-) (+) (E 620)/GLYCINE (E 640)/HISTIDINE -/HISTIDINEMONO  (L-)/ISOLEUCINE, (L-)/(K+)/(E 261)/LEUCINE, (L-) (E 641)/LYSINE, L-/(MG2+)//METHIONINE, (L-)/(NA+) /(E 262)/(E 339)/HYDROXIDE (E 524)/PROLINE, (L-)/SERINE, (L-)/SOJAOLIE, GEZUIVERD/THREONINE, (L-)/TRIGLYCERIDEN MET OMEGA-3-VETZUREN/TRIGLYCERIDEN MIDDELLANGE KETEN/TRYPTOFAAN, (L-)/VALINE, (L-)/ZINK (Zn2+)/ZINK  (E 650) - 32 g/l - Emulsie voor infusie;Uitsluitend recept
NITROGLYCERINE - 10 mg/ 24 uur - Pleister voor transdermaal gebruik;Uitsluitend recept
CALCIFEDIOL - 266 microgram - Capsule;Uitsluitend recept
ALANINE, DL-/, (L-)/ASPARAGINEZUUR, L/FENYLALANINE, (L-)/GLUCOSE/GLUTAMINEZUUR (L-) (+) (E 620)/GLYCINE (E 640)/HISTIDINE, (L-)/ISOLEUCINE, (DL-)/LEUCINE, (L-) (E 641)/LYSINE (L-)/METHIONINE, (L-)/PROLINE, (L-)/SERINE, (L-)/SOJAOLIE, GEZUIVERD/THREONINE, (L-)/TRIGLYCERIDEN MIDDELLANGE KETEN/TRYPTOFAAN, (L-)/VALINE, (L-) - 56 g/l - Emulsie voor infusie;Uitsluitend recept
AMITRIPTYLINE - 100 mg - Filmomhulde tablet;Uitsluitend recept
"MIJTENEXTRACT ""BENCARD"" - 10.000 DU/ml - Oplossing voor huidpriktest";Uitsluitend recept
CYPROTERON/ETHINYLESTRADIOL - 2 mg/0,035 mg - Omhulde tablet;Uitsluitend recept
MIDAZOLAM - 5 mg - Oplossing voor oromucosaal gebruik;Uitsluitend recept
METRONIDAZOL - 500 mg - Filmomhulde tablet;Uitsluitend recept
HUMAAN CYTOMEGALOVIRUS IMMUNOGLOBULINE -  - Oplossing voor infusie;Uitsluitend recept
BUDESONIDE - 2 mg - Schuim voor rectaal gebruik;Uitsluitend recept
CYCLOFOSFAMIDE - 1000 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
FUROSEMIDE - 250 mg/25 ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
HISTAMINE - 10 mg/ml - Oplossing voor huidpriktest;Uitsluitend recept
CLOTRIMAZOL - 200 mg - Tablet voor vaginaal gebruik;Uitsluitend recept
CINNARIZINE/DIMENHYDRINAAT - 20 mg/40 mg - Tablet;Uitsluitend recept
FIBRINOGEEN, HUMAAN - 20 mg/ml - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
ARIPIPRAZOL - 2,5 mg - Tablet;Uitsluitend recept
SILDENAFIL - 12,5 mg/dosis - Suspensie voor oraal gebruik;Uitsluitend recept
PROTAMINE -  - Oplossing voor injectie of infusie;Uitsluitend recept
HYDROCHLOORTHIAZIDE/ZOFENOPRIL - 30 mg/12,5 mg - Filmomhulde tablet;Uitsluitend recept
FLUDROCORTISON/LIDOCAINE/NEOMYCINE/POLYMYXINE B -  - Oordruppels;Uitsluitend recept
JOMEPROL - 510 mg/ml - Oplossing voor injectie;Uitsluitend recept
NIFEDIPINE - 5 mg - Capsule;Uitsluitend recept
FIBRINOGEEN, HUMAAN - 1,5 g - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
LEVOBUPIVACAÏNE - 2,5 mg/ml - Oplossing voor infusie;Uitsluitend recept
Triptoreline Embonaat - 11,25 mg - Poeder en oplosmiddel voor suspensie voor injectie met verlengde afgifte;Uitsluitend recept
FLUDEOXYGLUCOSE (18F) - 200 MBq/ml - Oplossing voor injectie;Uitsluitend recept
ADAPALEEN/BENZOYLPEROXIDE - 3 mg/g - Gel;Uitsluitend recept
SPIRONOLACTON - 12,5 mg - Filmomhulde tablet;Uitsluitend recept
MORFINE - 20 mg/ml - Oplossing voor infusie;Uitsluitend recept
HYDROCHLOORTHIAZIDE/IRBESARTAN - 150mg/12,5mg - Filmomhulde tablet;Uitsluitend recept
MISOPROSTOL - 400 microgram - Tablet;Uitsluitend recept
ILOPROST TROMETAMOL - 20 microgram/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
DESMOPRESSINE - 4 microgram/ml - Oplossing voor injectie;Uitsluitend recept
DALTEPARINE - 2.500 IE/ml - Oplossing voor injectie;Uitsluitend recept
EPROSARTAN - 400 mg - Filmomhulde tablet;Uitsluitend recept
HYDROCHLOORTHIAZIDE/TELMISARTAN - 80 mg/ 12,5 mg - Tablet;Uitsluitend recept
COLISTIMETHAAT  (Component A en B) - 1 miljoen Internationale Eenheden - Poeder en oplosmiddel voor verneveloplossing;Uitsluitend recept
NAPROXEN - 250 mg - Zetpil;Uitsluitend recept
TRANDOLAPRIL/VERAPAMIL - 240 mg/4 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
ZUCLOPENTIXOL - 20 mg/ml - Druppels voor oraal gebruik;Uitsluitend recept
ESMOLOL - 100 mg/10 ml - Oplossing voor injectie;Uitsluitend recept
LIDOCAINE/METHYLPREDNISOLON -  - Suspensie voor injectie;Uitsluitend recept
ENOXAPARINE - 12.000 IE - Oplossing voor injectie;Uitsluitend recept
MEBEVERINE - 135 mg - Omhulde tablet;Uitsluitend recept
BENZYLPENICILLINE - 500.000 IE - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
TELMISARTAN - 20 mg - Filmomhulde tablet;Uitsluitend recept
WATERIG EXTRACT VAN FELIS CATUS -  - Oplossing voor huidpriktest;Uitsluitend recept
DOCOSAHEXAEENZUURETHYLESTER/EICOSAPENTAEENZUURETHYLESTER/OMEGA-3-ZUREN ETHYLESTERS 90 - 460 mg/380 mg - Capsule;Uitsluitend recept
CLOMIPRAMINE - 25 mg - Omhulde tablet;Uitsluitend recept
JOPROMIDE - 240 mg/ml - Oplossing voor injectie;Uitsluitend recept
CHLOORAMFENICOL - 10 mg/g - Oogzalf;Uitsluitend recept
METHADON - 5 mg/ml - Drank;Uitsluitend recept
FLUOROCHOLINE [18F] - 225 MBq/ml - Oplossing voor injectie;Uitsluitend recept
HYDROXOCOBALAMINE - 1 mg/ml - Oplossing voor injectie;Uitsluitend recept
HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12.5 mg - Tablet;Uitsluitend recept
(CL-)/GELATINE, GEMODIFICEERD, GESUCCINYLEERD (MOLECUULGEWICHT ONBEKEND)/(NA+)/ - 40 g/l - Oplossing voor infusie;Uitsluitend recept
MORFINE - 100 mg - Tablet;Uitsluitend recept
ESTRADIOL - 100 microgram/24 uur - Pleister voor transdermaal gebruik;Uitsluitend recept
 - 5,85% - Concentraat voor oplossing voor infusie;Uitsluitend recept
C1-ESTERASEREMMER - 500 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
EZETIMIB/SIMVASTATINE - 10/10 mg - Tablet;Uitsluitend recept
CARBIDOPA/LEVODOPA - 20 mg/ml - Gel;Uitsluitend recept
FENYLEFRINE - 100 mg/ml - Oogdruppels;Uitsluitend recept
DORZOLAMIDE - 20mg/ml - Oogdruppels;Uitsluitend recept
LEVOTHYROXINE - 175 microgram - Drank;Uitsluitend recept
AMLODIPINE, - 10 mg - Tablet;Uitsluitend recept
GEMFIBROZIL - 900 mg - Filmomhulde tablet;Uitsluitend recept
LEVOMETHADON - 20 mg - Drank;Uitsluitend recept
RACECADOTRIL - 100 mg - Capsule;Uitsluitend recept
OXYCODON - 50 mg/ml - Oplossing voor injectie;Uitsluitend recept
CARBAMAZEPINE - 400 mg - Tablet;Uitsluitend recept
ROTIGOTINE - 1 mg/24 uur - Pleister voor transdermaal gebruik;Uitsluitend recept
METOCLOPRAMIDE - 5 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
JOBITRIDOL - 300 mg - Oplossing voor injectie;Uitsluitend recept
SOLIFENACINE - 10 mg - Orodispergeerbare tablet;Uitsluitend recept
BICALUTAMIDE - 150mg - Filmomhulde tablet;Uitsluitend recept
LEVOMEPROMAZINE - 25 mg - Filmomhulde tablet;Uitsluitend recept
SOMATROPINE (rDNA) - 24 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
CELIPROLOL - 400 mg - Filmomhulde tablet;Uitsluitend recept
VERAPAMIL - 40 mg - Filmomhulde tablet;Uitsluitend recept
FENYLEFRINE/LIDOCAINE/TROPICAMIDE - 0,2 mg/ml - Oplossing voor injectie;Uitsluitend recept
IOHEXOL - 755 mg/ml - Oplossing voor injectie;Uitsluitend recept
TERBINAFINE - 125 mg - Tablet;Uitsluitend recept
MIDAZOLAM - 2 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
DEXKETOPROFEN-TROMETAMOL (1:1)/TRAMADOL - 75 mg/25 mg - Granulaat voor drank;Uitsluitend recept
LEVOTHYROXINE - 25 microgram - Capsule;Uitsluitend recept
POVIDON JODIUM - 50 mg/ml - Oogdruppels;Uitsluitend recept
HUMAAN, NORMAAL IMMUNOGLOBULINE - 200 mg/ml - Oplossing voor injectie;Uitsluitend recept
NITROGLYCERINE - 5 mg/ 24 uur - Pleister voor transdermaal gebruik;Uitsluitend recept
METHADON - 70 mg - Tablet;Uitsluitend recept
OLSALAZINE - 250 mg - Capsule;Uitsluitend recept
CLOMIPRAMINE - 10 mg - Filmomhulde tablet;Uitsluitend recept
DESMOPRESSINE - 25 microgram/ml - Neusspray;Uitsluitend recept
NABUMETON - 1 g - Filmomhulde tablet;Uitsluitend recept
JOMEPROL - 816 mg/ml - Oplossing voor injectie;Uitsluitend recept
RISPERIDON - 0,25 mg - Filmomhulde tablet;Uitsluitend recept
MESALAZINE - 1g/100 ml - Suspensie voor rectaal gebruik;Uitsluitend recept
TETRADECYL - 3% - Oplossing voor injectie;Uitsluitend recept
BENDAMUSTINE - 100 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
LIDOCAINE - 10 mg/ml - Oplossing voor infusie;Uitsluitend recept
HYDROCHLOORTHIAZIDE/ZOFENOPRIL - 30/12,5 mg - Filmomhulde tablet;Uitsluitend recept
DESMOPRESSINE - 120 µg - Lyofilisaat voor oraal gebruik;Uitsluitend recept
BACLOFEN - 0,05 mg/ml - Oplossing voor injectie;Uitsluitend recept
DONEPEZIL - 5mg - Filmomhulde tablet;Uitsluitend recept
CALCIFEDIOL - 30 microgram - Capsule met verlengde afgifte;Uitsluitend recept
MIDAZOLAM - 7,5 mg - Filmomhulde tablet;Uitsluitend recept
A-THAILAND-8-2022 (H3N2)-ACHTIGE STAM (A-CALIFORNIA-122-2022, SAN-022)/A-VICTORIA-4897-2022 (H1N1)PDM09-ACHTIGE STAM (A-VICTORIA-4897-2022, IVR-238)/B-AUSTRIA-1359417-2021-ACHTIGE STAM (B-AUSTRIA-1359417-2021, BVR-26) - 0.5 ml - Suspensie voor injectie;Uitsluitend recept
RABIËSVIRUSANTIGEEN, FLURY LEP, GEINACTIVEERD -  - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
LURASIDON - 37 mg - Filmomhulde tablet;Uitsluitend recept
DEXAMETHASON - 2 mg - Tablet;Uitsluitend recept
GEMCITABINE - 1300 mg - Oplossing voor infusie;Uitsluitend recept
SULFAMETHOXAZOL/TRIMETHOPRIM - 480 mg - Tablet;Uitsluitend recept
RISPERIDON - 0,5 mg - Orodispergeerbare tablet;Uitsluitend recept
GLUCARPIDASE - 1000 IE/ml - Poeder voor oplossing voor injectie;Uitsluitend recept
RITUXIMAB - 1400 mg - Oplossing voor injectie;Uitsluitend recept
TADALAFIL - 5 mg - Tablet;Uitsluitend recept
LONOCTOCOG ALFA -  - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
OMEPRAZOL , - 40 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
EMPAGLIFLOZINE/LINAGLIPTINE - 10 mg/ 5 mg - Filmomhulde tablet;Uitsluitend recept
RAVULIZUMAB - 245 mg - Oplossing voor injectie;Uitsluitend recept
SUGAMMADEX - 100mg/ml - Oplossing voor injectie;Uitsluitend recept
CANAGLIFLOZINE - 300 mg - Filmomhulde tablet;Uitsluitend recept
FENYL - 500 mg - Tablet;Uitsluitend recept
ROXADUSTAT - 70 mg - Filmomhulde tablet;Uitsluitend recept
PARICALCITOL - 2 microgram - Capsule;Uitsluitend recept
NONACOG BETA PEGOL - 2000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
SOLRIAMFETOL - 150 mg - Filmomhulde tablet;Uitsluitend recept
TIRBANIBULINE - 10 mg/g - Zalf;Uitsluitend recept
PARATHYROID EXTRACT (IN) - 75 microgram - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 1, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 14, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 18C, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 19A, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 19F, GECONJUGEERD AAN DIFTERIE TOXOÏD CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 22F, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 23F, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 3, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 33F, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 4, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 5, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 6A, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 6B, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 7F, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE/PNEUMOKOKKEN POLYSACCHARIDE SEROTYPE 9V, GECONJUGEERD AAN DIFTERIE TOXOÏD CRM197 CARRIERPROTEÏNE -  - Suspensie voor injectie;Uitsluitend recept
SACITUZUMAB GOVITECAN - 200 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
IBRUTINIB - 420 mg - Filmomhulde tablet;Uitsluitend recept
DACLATASVIR - 60 mg - Filmomhulde tablet;Uitsluitend recept
SEMAGLUTIDE - 14 mg - Tablet;Uitsluitend recept
BEXAROTEEN - 75 mg - Capsule;Uitsluitend recept
AFLIBERCEPT - 25 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
ERTUGLIFLOZINE-L-PYROGLUTAMINEZUUR/METFORMINE - 7,5 mg/1000 mg - Filmomhulde tablet;Uitsluitend recept
DABIGATRAN - 150 mg - Omhuld granulaat;Uitsluitend recept
BUPRENORFINE/NALOXON - 8,6 mg/2,1 mg - Tablet voor sublinguaal gebruik;Uitsluitend recept
FILGOTINIB - 200 mg - Filmomhulde tablet;Uitsluitend recept
LISOCABTAGEEN MARALEUCEL (CD4+ component) -  - Suspensie voor injectie;Uitsluitend recept
EPOETINE THETA - 20.000 IE/1 ml - Oplossing voor injectie;Uitsluitend recept
LONAPEGSOMATROPINE - 4,3 mg - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
DACLATASVIR - 90 mg - Filmomhulde tablet;Uitsluitend recept
CEFEPIME/ENMETAZOBACTAM - 2 g/0,5 g - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
ZIRKONIUMCYCLOSILICAAT - 5 g - Poeder voor orale suspensie;Uitsluitend recept
TUROCTOCOG ALFA PEGOL - 5.000 IE - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
BUPRENORFINE - 74,2 mg - Implantaat;Uitsluitend recept
AMLODIPINE/HYDROCHLOORTHIAZIDE/VALSARTAN - 10/160 mg/12,5 mg - Filmomhulde tablet;Uitsluitend recept
AXITINIB - 5mg - Filmomhulde tablet;Uitsluitend recept
AZILSARTANMEDOXOMIL - 20 mg - Tablet;Uitsluitend recept
TOZINAMERAN - 10 microgram/dosis - Dispersie voor injectie;Uitsluitend recept
INTERFERON BETA-1A - 44 microgram - Oplossing voor injectie;Uitsluitend recept
PASIREOTIDEDIASPARTAAT - 0,9 mg - Oplossing voor injectie;Uitsluitend recept
MAVACAMTEN - 5 mg - Capsule;Uitsluitend recept
